city_id	population_2000	population_2010	population_2020	population_2025	population_2030	population_2035	population_2040
1.0	2413.0	2731.0	3166.0	3240.0	3295.0	3296.0	3286.0
2.0	11741.0	17135.0	18282.0	19018.0	19980.0	21604.0	24677.0
3.0	53820.0	60272.0	68664.0	73148.0	77323.0	81382.0	87973.0
4.0	20228.0	23067.0	25987.0	27680.0	29019.0	30072.0	30517.0
5.0	305.0	287.0	296.0	310.0	313.0	306.0	309.0
6.0	115961.0	126565.0	138565.0	145373.0	152057.0	160683.0	170375.0
7.0	4206.0	5229.0	6840.0	7060.0	10125.0	13425.0	17395.0
8.0	11606.0	17285.0	20853.0	23615.0	25002.0	26440.0	27513.0
9.0	13781.0	16738.0	18742.0	19579.0	20391.0	21357.0	22299.0
10.0	34281.0	35463.0	44620.0	46519.0	48006.0	49529.0	51279.0
11.0	6351.0	6286.0	6969.0	7269.0	7478.0	7899.0	8038.0
12.0	3613.0	3899.0	4196.0	4347.0	4623.0	4801.0	5172.0
13.0	46174.0	47426.0	54275.0	55737.0	56572.0	57116.0	57766.0
14.0	840.0	753.0	750.0	778.0	849.0	961.0	1097.0
15.0	1669.0	1726.0	1881.0	1927.0	2045.0	2100.0	2190.0
16.0	2757.0	2983.0	3146.0	3144.0	3138.0	3160.0	3143.0
17.0	13470.0	16841.0	17728.0	18055.0	18349.0	18761.0	19158.0
18.0	1043.0	1302.0	1421.0	1461.0	1525.0	1661.0	1792.0
