city_id	jobs_2000	jobs_2010	jobs_2020	jobs_2025	jobs_2030	jobs_2035	jobs_2040
1.0	1749.0	1796.0	2048.0	2058.0	2265.0	2413.0	2442.0
2.0	10121.0	8534.0	12672.0	13879.0	14871.0	16666.0	19298.0
3.0	43097.0	38133.0	47256.0	49881.0	52660.0	55480.0	59179.0
4.0	7133.0	7924.0	9311.0	9547.0	9995.0	10458.0	10733.0
5.0	30.0	25.0	30.0	29.0	30.0	30.0	30.0
6.0	129217.0	126389.0	162358.0	168573.0	180612.0	196574.0	214258.0
7.0	679.0	599.0	1397.0	1828.0	2336.0	2936.0	4250.0
8.0	2722.0	4282.0	5484.0	6290.0	6642.0	6721.0	7031.0
9.0	10644.0	12587.0	14344.0	14550.0	15113.0	15930.0	16461.0
10.0	29604.0	29567.0	35567.0	37059.0	38952.0	41955.0	47320.0
11.0	580.0	537.0	787.0	811.0	832.0	868.0	901.0
12.0	2021.0	2054.0	2598.0	2662.0	2706.0	2795.0	2881.0
13.0	15465.0	13381.0	18171.0	18886.0	19868.0	21356.0	23945.0
14.0	44.0	47.0	70.0	76.0	76.0	79.0	84.0
15.0	800.0	612.0	740.0	736.0	782.0	862.0	973.0
16.0	666.0	719.0	790.0	808.0	837.0	867.0	891.0
17.0	3120.0	5067.0	5611.0	5706.0	5946.0	6165.0	6367.0
18.0	516.0	463.0	685.0	962.0	1112.0	1632.0	2199.0
19.0	6654.0	6366.0	8035.0	8349.0	9098.0	9833.0	10940.0
20.0	4178.0	2963.0	4053.0	4839.0	5176.0	5439.0	5637.0
21.0	1324.0	1323.0	1873.0	1916.0	1967.0	2034.0	2070.0
22.0	911.0	873.0	1058.0	1077.0	1110.0	1129.0	1311.0
23.0	1797.0	1556.0	2371.0	2540.0	2674.0	3022.0	3563.0
24.0	12763.0	13440.0	17895.0	18448.0	19283.0	19988.0	22608.0
25.0	5118.0	4859.0	6546.0	6732.0	7115.0	7484.0	7768.0
26.0	81363.0	84541.0	101163.0	104918.0	111548.0	123667.0	142016.0
27.0	31977.0	30660.0	38773.0	40013.0	41120.0	42407.0	43925.0
28.0	12717.0	12006.0	15718.0	15995.0	16174.0	16491.0	16702.0
29.0	1350.0	1341.0	1443.0	1447.0	1477.0	1492.0	1507.0
30.0	5812.0	8865.0	10421.0	10647.0	10774.0	11009.0	11127.0
31.0	267.0	285.0	488.0	489.0	500.0	509.0	532.0
32.0	970.0	885.0	1339.0	1504.0	1698.0	1860.0	2236.0
33.0	59.0	64.0	81.0	81.0	81.0	82.0	84.0
34.0	80.0	45.0	91.0	96.0	99.0	99.0	104.0
35.0	16489.0	19823.0	32470.0	36445.0	42309.0	51078.0	68639.0
36.0	5409.0	4423.0	5725.0	5793.0	5522.0	5241.0	5063.0
37.0	67194.0	63815.0	82355.0	86760.0	90520.0	96737.0	105275.0
38.0	21928.0	22176.0	25529.0	26023.0	27233.0	28456.0	29475.0
39.0	44365.0	38931.0	49160.0	51270.0	54134.0	57959.0	65575.0
